Time (s),Pitch (deg),PID Correction (deg),Motor Position q (deg)
0.7208435535430908,-10.5,20.0,327.2879612369371
0.9241292476654053,-9.375,20.0,379.8420207094655
0.9808557033538818,-13.125,20.0,439.84202070946543
0.986762523651123,-14.0625,20.0,459.8420207094655
0.9918453693389893,-14.875,20.0,479.84202070946543
1.0206303596496582,-16.6875,20.0,519.8420207094654
1.0236341953277588,-16.6875,20.0,539.8420207094654
1.0281124114990234,-16.6875,20.0,559.8420207094654
1.083960771560669,-17.75,20.0,619.8420207094653
1.1378655433654785,-19.125,20.0,679.8420207094653
1.1676335334777832,-20.8125,20.0,719.8420207094651
1.1706256866455078,-21.375,20.0,739.8420207094651
1.17360258102417,-21.375,20.0,759.8420207094651
1.2017793655395508,-22.125,20.0,799.842020709465
1.2086598873138428,-22.125,20.0,819.842020709465
1.2359039783477783,-22.125,20.0,859.842020709465
1.2929997444152832,-20.1875,-20.0,879.842020709465
1.3236324787139893,-18.375,-20.0,839.842020709465
1.3266255855560303,-18.375,-20.0,819.842020709465
1.3296115398406982,-17.6875,-20.0,799.842020709465
1.3597784042358398,-16.25,-20.0,759.8420207094651
1.388625144958496,-13.6875,-20.0,719.8420207094651
1.3916213512420654,-12.875,-20.0,699.8420207094651
1.397895336151123,-12.875,-20.0,679.8420207094653
1.4026787281036377,-12.125,-20.0,659.8420207094653
1.4316093921661377,-10.5625,-20.0,619.8420207094653
1.4826035499572754,-8.125,-20.0,559.8420207094654
1.4855871200561523,-8.125,-20.0,539.8420207094654
1.4886021614074707,-8.125,-20.0,519.8420207094654
1.5177340507507324,-6.25,-20.0,479.84202070946543
1.5226874351501465,-5.75,-20.0,459.8420207094655
1.5506606101989746,-4.1875,-20.0,419.8420207094655
1.7237117290496826,6.375,-20.0,259.8420207094657
1.7296617031097412,6.375,-20.0,239.84202070946571
1.7347347736358643,6.875,-20.0,219.84202070946571
1.7856457233428955,10.1875,-20.0,159.84202070946571
1.8135721683502197,12.5625,-20.0,119.8420207094657
1.8427197933197021,14.75,-20.0,79.84202070946569
1.8486361503601074,14.75,-20.0,59.842020709465686
1.8779592514038086,16.8125,-20.0,19.842020709465686
1.9085631370544434,19.3125,-20.0,-20.157979290534314
1.937751054763794,21.8125,-20.0,-60.157979290534314
1.9917099475860596,25.4375,-20.0,-120.15797929053431
2.04773211479187,25.625,-20.0,-180.1579792905343
2.05275821685791,25.5,-20.0,-200.1579792905343
2.0587174892425537,25.5,-20.0,-220.1579792905343
2.0626091957092285,25.3125,-20.0,-240.1579792905343
2.09273099899292,24.75,-20.0,-280.1579792905343
2.123579978942871,24.4375,-20.0,-320.15797929053423
2.1265697479248047,24.4375,-20.0,-340.1579792905342
2.129556179046631,24.4375,-20.0,-360.1579792905342
2.2087221145629883,23.125,-2.357613407001952,-422.5155926975361
2.2137560844421387,22.8125,-2.357613407001952,-424.873206104538
2.2676568031311035,21.125,20.0,-364.87320610453804
2.2715976238250732,20.875,20.0,-344.8732061045381
2.2756290435791016,20.875,20.0,-324.8732061045381
2.279564619064331,20.875,2.8207968888396637,-322.05240921569845
2.2825653553009033,20.6875,2.8207968888396637,-319.2316123268588
2.2855587005615234,20.6875,2.8207968888396637,-316.41081543801914
2.3147330284118652,20.125,20.0,-293.5900185491795
2.345658779144287,19.5625,-20.0,-293.5900185491795
2.372593879699707,19.25,-20.0,-333.59001854917943
2.4006221294403076,19.5,-20.0,-373.5900185491794
2.4526586532592773,22.375,-20.0,-433.5900185491793
2.4815685749053955,23.6875,-20.0,-473.5900185491793
2.5106492042541504,24.3125,-20.0,-513.5900185491793
2.5155892372131348,24.5625,-20.0,-533.5900185491793
2.5457615852355957,25.375,-20.0,-573.5900185491793
2.6007933616638184,26.5,-20.0,-633.5900185491791
2.629544258117676,27.125,-20.0,-673.5900185491791
2.6325502395629883,27.4375,-20.0,-693.590018549179
2.6616227626800537,28.0,-20.0,-733.590018549179
2.740546464920044,28.6875,-20.0,-813.5900185491789
2.7435479164123535,28.625,-20.0,-833.5900185491789
2.7726151943206787,28.0625,-20.0,-873.5900185491789
2.7776103019714355,28.0625,-20.0,-893.5900185491788
2.7826085090637207,27.875,-20.0,-913.5900185491788
2.9325947761535645,25.1875,-20.0,-1013.5900185491787
2.9605441093444824,24.875,-20.0,-1053.5900185491787
3.1085691452026367,15.3125,20.0,-953.5900185491788
3.1366374492645264,12.25,20.0,-913.5900185491788
3.238760471343994,5.25,20.0,-813.5900185491789
3.2685155868530273,4.25,20.0,-773.590018549179
3.3215086460113525,1.6875,20.0,-713.590018549179
3.324497699737549,1.6875,20.0,-693.590018549179
3.3526158332824707,0.6875,20.0,-653.5900185491791
3.4785122871398926,-12.75,20.0,-533.5900185491793
3.481581926345825,-14.625,20.0,-513.5900185491793
3.510671377182007,-18.4375,20.0,-473.5900185491793
3.5384926795959473,-24.375,20.0,-433.5900185491794
3.5894832611083984,-33.4375,20.0,-373.59001854917943
3.642472267150879,-43.0,20.0,-313.5900185491795
3.6464874744415283,-43.0,20.0,-293.59001854917955
3.7225656509399414,-55.3125,20.0,-213.5900185491796
3.7745718955993652,-61.75,20.0,-153.5900185491796
3.80148983001709,-65.0625,20.0,-113.59001854917959
3.829590320587158,-67.0,20.0,-73.59001854917958
3.8585476875305176,-69.1875,20.0,-33.590018549179575
3.887587785720825,-70.625,20.0,6.409981450820424
3.892495632171631,-71.0625,20.0,26.409981450820425
3.8974883556365967,-71.0625,20.0,46.409981450820425
3.901535749435425,-71.375,20.0,66.40998145082042
3.905468225479126,-71.375,20.0,86.40998145082042
3.910515546798706,-71.375,20.0,106.40998145082042
4.010478258132935,-68.8125,20.0,206.40998145082042
4.134666442871094,-58.75,-20.0,182.62907893885207
4.139693260192871,-58.75,-20.0,162.62907893885207
4.168517589569092,-56.125,-20.0,122.62907893885206
4.198530912399292,-53.5625,-20.0,82.62907893885205
4.251559257507324,-50.375,20.0,62.62907893885205
4.281786918640137,-49.125,20.0,102.62907893885206
4.310458660125732,-48.1875,20.0,142.62907893885205
4.31345272064209,-47.9375,20.0,162.62907893885207
4.489823818206787,-43.0,20.0,282.629078938852
4.495629787445068,-42.8125,20.0,302.629078938852
4.5754618644714355,-40.25,-20.0,342.62907893885193
4.6045989990234375,-38.625,-20.0,302.629078938852
4.611716270446777,-38.625,-20.0,282.629078938852
4.664562702178955,-35.4375,-20.0,222.62907893885205
4.692466735839844,-34.25,-20.0,182.62907893885205
4.772480487823486,-31.4375,20.0,142.62907893885205
4.776505947113037,-31.125,20.0,162.62907893885205
4.806590795516968,-30.8125,20.0,202.62907893885205
4.884430170059204,-30.375,20.0,282.629078938852
4.962529897689819,-28.1875,20.0,328.9589242837945
5.042422533035278,-24.125,-20.0,288.95892428379454
5.0464160442352295,-24.125,-20.0,268.95892428379454
5.099432945251465,-22.0625,-20.0,208.95892428379457
5.102430105209351,-21.625,-20.0,188.95892428379457
