Time (s),Pitch (deg),kp,kd,Correction (deg)
0.027671098709106445,1.0625,25.4,2.3,-1.0625
0.0630795955657959,1.875,25.4,2.3,-1.8749999999999998
0.09814286231994629,1.9375,25.4,2.3,-1.9375
0.13492631912231445,2.125,25.4,2.3,-2.125
0.17063093185424805,1.625,25.4,2.3,-1.625
0.18771123886108398,1.25,25.4,2.3,-1.25
0.202040433883667,1.25,25.4,2.3,-1.25
0.2396395206451416,1.0625,25.4,2.3,-1.0625
0.2537374496459961,3.875,25.4,2.3,-3.875
0.2902565002441406,7.0625,25.4,2.3,-7.0625
0.32442188262939453,11.75,25.4,2.3,-11.75
0.340869665145874,16.8125,25.4,2.3,-16.8125
0.37516331672668457,17.6875,25.4,2.3,-17.6875
0.4116795063018799,18.9375,25.4,2.3,-18.9375
0.4471161365509033,19.0625,25.4,2.3,-19.0625
0.48175573348999023,18.5625,25.4,2.3,-18.5625
0.5154643058776855,17.25,25.4,2.3,-17.25
0.5506389141082764,14.875,25.4,2.3,-14.875
0.5878362655639648,12.375,25.4,2.3,-12.375
0.6218054294586182,9.5,25.4,2.3,-9.5
0.6587655544281006,7.125,25.4,2.3,-7.125000000000001
0.674673318862915,4.125,25.4,2.3,-4.125
0.691864013671875,3.0625,25.4,2.3,-3.0625
0.7078208923339844,2.375,25.4,2.3,-2.375
0.7428317070007324,1.0,25.4,2.3,-1.0
0.7598533630371094,3.5625,25.4,2.3,-3.5625000000000004
0.7767651081085205,4.5,25.4,2.3,-4.5
0.8108041286468506,6.0625,25.4,2.3,-6.0625
0.8278055191040039,8.4375,25.4,2.3,-8.4375
0.8427035808563232,9.75,25.4,2.3,-9.75
0.8770997524261475,10.25,25.4,2.3,-10.25
0.891791582107544,11.4375,25.4,2.3,-11.4375
0.9258871078491211,11.6875,25.4,2.3,-11.6875
0.9408168792724609,12.5,25.4,2.3,-12.5
0.9757463932037354,12.75,25.4,2.3,-12.75
1.010423183441162,14.0,25.4,2.3,-14.0
1.047046422958374,15.0625,25.4,2.3,-15.062500000000002
1.0840532779693604,15.5625,25.4,2.3,-15.562499999999998
1.118058443069458,15.5,25.4,2.3,-15.5
1.1543233394622803,15.1875,25.4,2.3,-15.1875
1.1709887981414795,14.75,25.4,2.3,-14.750000000000002
1.2077584266662598,14.6875,25.4,2.3,-14.6875
1.2417869567871094,15.0625,25.4,2.3,-15.062500000000002
1.2587172985076904,17.6875,25.4,2.3,-17.6875
1.2746920585632324,19.6875,25.4,2.3,-19.6875
1.3098101615905762,21.3125,25.4,2.3,-21.3125
1.3461778163909912,22.8125,25.4,2.3,-22.8125
1.361837387084961,25.4375,25.4,2.3,-25.4375
1.3980376720428467,26.3125,25.4,2.3,-26.3125
1.4344210624694824,29.4375,25.4,2.3,-29.4375
1.4686787128448486,33.375,25.4,2.3,-33.375
1.4867606163024902,36.6875,25.4,2.3,-36.6875
1.521704912185669,38.3125,25.4,2.3,-38.3125
1.5596754550933838,39.75,25.4,2.3,-39.75
1.5758819580078125,45.875,25.4,2.3,-45.875
1.6116888523101807,50.375,25.4,2.3,-50.375
1.6477363109588623,56.4375,25.4,2.3,-56.4375
1.6850903034210205,65.0625,25.4,2.3,-65.0625
1.719191074371338,73.5,25.4,2.3,-73.5
1.755361557006836,77.5625,25.4,2.3,-77.5625
1.7699296474456787,81.0,25.4,2.3,-81.0
1.787842035293579,81.75,25.4,2.3,-81.75
1.8036446571350098,82.9375,25.4,2.3,-82.9375
1.8186914920806885,85.0,25.4,2.3,-85.0
1.8368711471557617,85.1875,25.4,2.3,-85.1875
1.8528127670288086,78.6875,25.4,2.3,-78.6875
1.868666648864746,73.125,25.4,2.3,-73.125
1.9032092094421387,60.375,25.4,2.3,-60.375
1.938920259475708,34.5625,25.4,2.3,-34.5625
1.9746766090393066,19.9375,25.4,2.3,-19.9375
1.9895975589752197,9.0625,25.4,2.3,-9.0625
2.007979154586792,7.3125,25.4,2.3,-7.3125
2.024602174758911,4.5625,25.4,2.3,-4.5625
2.03958797454834,1.25,25.4,2.3,-1.25
2.05360746383667,-0.875,25.4,2.3,0.875
2.092087507247925,-5.75,25.4,2.3,5.75
2.10664701461792,-12.25,25.4,2.3,12.25
2.1208043098449707,-15.375,25.4,2.3,15.375000000000002
2.137755870819092,-16.375,25.4,2.3,16.375
2.1721434593200684,-17.5,25.4,2.3,17.5
2.1907761096954346,-18.125,25.4,2.3,18.125
2.2067227363586426,-18.3125,25.4,2.3,18.3125
2.2218196392059326,-18.75,25.4,2.3,18.75
2.2569713592529297,-18.9375,25.4,2.3,18.9375
2.2715909481048584,-18.125,25.4,2.3,18.125
2.307202100753784,-17.625,25.4,2.3,17.625
2.343189239501953,-15.625,25.4,2.3,15.625000000000002
2.3771049976348877,-13.9375,25.4,2.3,13.9375
2.392794609069824,-12.3125,25.4,2.3,12.3125
2.4268858432769775,-11.9375,25.4,2.3,11.9375
2.4437999725341797,-11.625,25.4,2.3,11.625
2.459646224975586,-10.875,25.4,2.3,10.875
2.4958133697509766,-10.3125,25.4,2.3,10.3125
2.531054735183716,-6.8125,25.4,2.3,6.8125
2.5645880699157715,-4.4375,25.4,2.3,4.4375
2.600095510482788,-2.6875,25.4,2.3,2.6875
2.6367733478546143,-1.9375,25.4,2.3,1.9375
2.6515510082244873,-1.25,25.4,2.3,1.25
2.6675825119018555,-1.0,25.4,2.3,1.0
2.6846375465393066,-0.5,25.4,2.3,0.5
2.7007901668548584,0.0625,25.4,2.3,-0.0625
2.736992120742798,0.5,25.4,2.3,-0.5
2.7527506351470947,2.125,25.4,2.3,-2.125
2.768592357635498,2.5,25.4,2.3,-2.5
2.8040976524353027,3.0625,25.4,2.3,-3.0625
2.8207321166992188,3.3125,25.4,2.3,-3.3125
2.8569886684417725,3.1875,25.4,2.3,-3.1875
2.8926615715026855,2.875,25.4,2.3,-2.875
2.9065489768981934,3.0625,25.4,2.3,-3.0625
2.9423582553863525,3.375,25.4,2.3,-3.375
2.9575695991516113,3.75,25.4,2.3,-3.7499999999999996
2.9912428855895996,3.9375,25.4,2.3,-3.9375
3.0261199474334717,-3.75,25.4,2.3,3.7499999999999996
3.0617499351501465,-4.0625,25.4,2.3,4.0625
3.0785961151123047,-4.3125,25.4,2.3,4.3125
3.1120409965515137,-4.375,25.4,2.3,4.375
3.1295928955078125,-4.625,25.4,2.3,4.625
3.1455302238464355,-5.0,25.4,2.3,5.0
3.1813621520996094,-5.375,25.4,2.3,5.375
3.195664405822754,-5.875,25.4,2.3,5.875
3.2299234867095947,-6.0625,25.4,2.3,6.0625
3.2643189430236816,-6.0,25.4,2.3,6.000000000000001
3.281738519668579,-6.1875,25.4,2.3,6.1875
3.297565460205078,-6.3125,25.4,2.3,6.3125
3.331360101699829,-6.5625,25.4,2.3,6.562500000000001
3.3477559089660645,-7.375,25.4,2.3,7.375000000000001
3.3817131519317627,-8.0,25.4,2.3,8.0
3.3979408740997314,-8.8125,25.4,2.3,8.8125
3.435441255569458,-9.625,25.4,2.3,9.625
3.450165271759033,-11.3125,25.4,2.3,11.3125
3.4697763919830322,-11.6875,25.4,2.3,11.6875
3.486548662185669,-12.5625,25.4,2.3,12.562500000000002
3.500502586364746,-13.5625,25.4,2.3,13.5625
3.517892837524414,-14.0625,25.4,2.3,14.0625
3.5552775859832764,-15.3125,25.4,2.3,15.312500000000002
3.5904791355133057,-19.0625,25.4,2.3,19.0625
3.605541229248047,-22.0,25.4,2.3,22.0
3.639639377593994,-23.4375,25.4,2.3,23.4375
3.6752984523773193,-24.8125,25.4,2.3,24.8125
3.692807912826538,-27.125,25.4,2.3,27.125
3.7086598873138428,-27.6875,25.4,2.3,27.6875
3.744309663772583,-28.875,25.4,2.3,28.874999999999996
3.760662317276001,-32.8125,25.4,2.3,32.8125
3.7970821857452393,-34.0625,25.4,2.3,34.0625
3.8331127166748047,-39.0,25.4,2.3,39.0
3.8672900199890137,-42.8125,25.4,2.3,42.8125
3.902846574783325,-46.125,25.4,2.3,46.125
3.918570041656494,-47.125,25.4,2.3,47.125
3.9356915950775146,-47.3125,25.4,2.3,47.3125
3.9505460262298584,-47.375,25.4,2.3,47.375
3.9861671924591064,-48.0,25.4,2.3,48.00000000000001
4.001715183258057,-56.0625,25.4,2.3,56.0625
4.037950754165649,-59.0625,25.4,2.3,59.0625
4.0535993576049805,-71.9375,25.4,2.3,71.9375
4.089581727981567,-77.25,25.4,2.3,77.25
4.124283790588379,-82.4375,25.4,2.3,82.4375
4.139472007751465,-83.8125,25.4,2.3,83.8125
4.17317008972168,-83.1875,25.4,2.3,83.1875
4.2097742557525635,-79.6875,25.4,2.3,79.6875
4.227832555770874,-69.8125,25.4,2.3,69.8125
4.263053894042969,-64.5,25.4,2.3,64.5
4.278497695922852,-56.8125,25.4,2.3,56.8125
4.313366174697876,-50.9375,25.4,2.3,50.9375
4.329472303390503,-41.5625,25.4,2.3,41.56250000000001
4.344810724258423,-34.5625,25.4,2.3,34.5625
4.381211280822754,-27.9375,25.4,2.3,27.937500000000004
4.395471096038818,-18.9375,25.4,2.3,18.9375
4.411709547042847,-13.75,25.4,2.3,13.75
4.449713945388794,-11.4375,25.4,2.3,11.4375
4.467886447906494,-3.6875,25.4,2.3,3.6875000000000004
4.483577013015747,-0.625,25.4,2.3,0.625
4.518070936203003,0.625,25.4,2.3,-0.625
4.555444955825806,4.9375,25.4,2.3,-4.9375
4.570684194564819,8.5,25.4,2.3,-8.5
4.607227802276611,9.25,25.4,2.3,-9.25
4.621448040008545,10.9375,25.4,2.3,-10.9375
4.657996892929077,10.875,25.4,2.3,-10.875
4.6724653244018555,10.0625,25.4,2.3,-10.0625
4.6884729862213135,9.8125,25.4,2.3,-9.8125
4.703553199768066,9.25,25.4,2.3,-9.25
4.7205970287323,8.5625,25.4,2.3,-8.5625
4.736465930938721,8.1875,25.4,2.3,-8.1875
4.750463008880615,7.25,25.4,2.3,-7.250000000000001
4.7874391078948975,6.6875,25.4,2.3,-6.6875
4.8024914264678955,4.125,25.4,2.3,-4.125
4.819834470748901,3.5625,25.4,2.3,-3.5625000000000004
4.837648391723633,2.625,25.4,2.3,-2.625
4.872773170471191,1.75,25.4,2.3,-1.75
4.890594005584717,0.375,25.4,2.3,-0.37500000000000006
4.9065775871276855,-0.3125,25.4,2.3,0.3125
4.92145848274231,-1.0625,25.4,2.3,1.0625
4.936434030532837,-1.375,25.4,2.3,1.375
4.953677654266357,-1.875,25.4,2.3,1.8749999999999998
4.989644527435303,-2.0625,25.4,2.3,2.0625
5.027408599853516,-2.625,25.4,2.3,2.625
5.061882734298706,-2.5625,25.4,2.3,2.5625
5.079660415649414,-2.1875,25.4,2.3,2.1875
5.094491243362427,-2.0,25.4,2.3,2.0
5.108449935913086,-2.0,25.4,2.3,2.0
5.145525217056274,-2.1875,25.4,2.3,2.1875
5.16149640083313,-2.6875,25.4,2.3,2.6875
5.198989629745483,-2.75,25.4,2.3,2.75
5.214450359344482,-3.0625,25.4,2.3,3.0625
5.2493767738342285,-3.0625,25.4,2.3,3.0625
5.265483379364014,-2.875,25.4,2.3,2.875
5.300121307373047,-2.875,25.4,2.3,2.875
5.336689233779907,-3.125,25.4,2.3,3.125
5.35390043258667,-4.0625,25.4,2.3,4.0625
5.371692180633545,-4.5625,25.4,2.3,4.5625
5.407832384109497,-4.75,25.4,2.3,4.75
5.444402456283569,-5.5,25.4,2.3,5.5
5.459594011306763,-5.875,25.4,2.3,5.875
5.498016595840454,-6.25,25.4,2.3,6.25
5.51245641708374,-7.3125,25.4,2.3,7.3125
5.530859470367432,-7.5625,25.4,2.3,7.5625
5.565652132034302,-8.0,25.4,2.3,8.0
5.582806825637817,-8.5,25.4,2.3,8.5
5.620855093002319,-8.4375,25.4,2.3,8.4375
5.6378278732299805,-7.5625,25.4,2.3,7.5625
5.67405104637146,-6.8125,25.4,2.3,6.8125
5.689579486846924,-5.5,25.4,2.3,5.5
5.705841302871704,-4.5,25.4,2.3,4.5
5.721452236175537,-3.4375,25.4,2.3,3.4375
5.7374114990234375,-3.0,25.4,2.3,3.0000000000000004
5.771055459976196,-2.3125,25.4,2.3,2.3125
5.78739857673645,-1.6875,25.4,2.3,1.6875
5.8014466762542725,-1.4375,25.4,2.3,1.4375
5.820693254470825,-1.375,25.4,2.3,1.375
5.838454961776733,-1.125,25.4,2.3,1.125
5.872705936431885,-0.6875,25.4,2.3,0.6875
5.890668869018555,0.0,25.4,2.3,-0.0
5.924871206283569,0.1875,25.4,2.3,-0.18750000000000003
5.960680246353149,0.3125,25.4,2.3,-0.3125
5.976409196853638,0.3125,25.4,2.3,-0.3125
6.012410879135132,0.25,25.4,2.3,-0.25
6.029544353485107,0.125,25.4,2.3,-0.125
6.063455581665039,0.0,25.4,2.3,-0.0
6.099087953567505,-0.1875,25.4,2.3,0.18750000000000003
