Time (s),Pitch (deg),kp,kd,Correction (deg)
0.02581334114074707,-0.0625,25.299999999999997,2.4,0.0625
0.062212467193603516,4.3125,25.299999999999997,2.4,-4.3125
0.09657049179077148,4.0625,25.299999999999997,2.4,-4.0625
0.13082337379455566,3.6875,25.299999999999997,2.4,-3.6875000000000004
0.17136645317077637,3.5,25.299999999999997,2.4,-3.5
0.20938849449157715,3.5,25.299999999999997,2.4,-3.5
0.24371910095214844,3.5,25.299999999999997,2.4,-3.5
0.28170013427734375,3.4375,25.299999999999997,2.4,-3.4375
0.3202354907989502,3.375,25.299999999999997,2.4,-3.375
0.35622215270996094,3.5,25.299999999999997,2.4,-3.5
0.39416956901550293,3.5625,25.299999999999997,2.4,-3.5625000000000004
0.4363408088684082,3.5625,25.299999999999997,2.4,-3.5625000000000004
0.47029924392700195,3.625,25.299999999999997,2.4,-3.6250000000000004
0.504741907119751,3.6875,25.299999999999997,2.4,-3.6875000000000004
0.5402417182922363,3.6875,25.299999999999997,2.4,-3.6875000000000004
0.5786468982696533,3.6875,25.299999999999997,2.4,-3.6875000000000004
0.6125216484069824,3.625,25.299999999999997,2.4,-3.6250000000000004
0.6282777786254883,3.625,25.299999999999997,2.4,-3.6250000000000004
0.6634883880615234,3.625,25.299999999999997,2.4,-3.6250000000000004
0.6782138347625732,1.6875,25.299999999999997,2.4,-1.6875
0.7131216526031494,-3.3125,25.299999999999997,2.4,3.3125
0.7271683216094971,-12.5,25.299999999999997,2.4,12.5
0.7621946334838867,-17.625,25.299999999999997,2.4,17.625
0.776127815246582,-23.4375,25.299999999999997,2.4,23.4375
0.8109629154205322,-25.875,25.299999999999997,2.4,25.875
0.8271157741546631,-26.9375,25.299999999999997,2.4,26.9375
0.8431739807128906,-25.9375,25.299999999999997,2.4,25.9375
0.8591945171356201,-25.3125,25.299999999999997,2.4,25.3125
0.8931925296783447,-23.8125,25.299999999999997,2.4,23.8125
0.9286830425262451,-20.4375,25.299999999999997,2.4,20.4375
0.9622533321380615,-16.375,25.299999999999997,2.4,16.375
0.9761734008789062,-14.6875,25.299999999999997,2.4,14.6875
1.0107741355895996,-13.8125,25.299999999999997,2.4,13.8125
1.0470201969146729,-12.0625,25.299999999999997,2.4,12.0625
1.06211256980896,-8.625,25.299999999999997,2.4,8.625
1.0980889797210693,-7.875,25.299999999999997,2.4,7.875
1.1327283382415771,-4.625,25.299999999999997,2.4,4.625
1.1684002876281738,-2.8125,25.299999999999997,2.4,2.8125
1.2024734020233154,-1.25,25.299999999999997,2.4,1.25
1.238816738128662,-0.5625,25.299999999999997,2.4,0.5625
1.2551724910736084,-0.1875,25.299999999999997,2.4,0.18750000000000003
1.271106243133545,0.0,25.299999999999997,2.4,-0.0
1.285243272781372,0.1875,25.299999999999997,2.4,-0.18750000000000003
1.3201005458831787,0.5625,25.299999999999997,2.4,-0.5625
1.33418869972229,1.25,25.299999999999997,2.4,-1.25
1.3511455059051514,1.4375,25.299999999999997,2.4,-1.4375
1.3681309223175049,1.75,25.299999999999997,2.4,-1.75
1.4023103713989258,2.0,25.299999999999997,2.4,-2.0
1.4192564487457275,1.9375,25.299999999999997,2.4,-1.9375
1.434147596359253,1.8125,25.299999999999997,2.4,-1.8125000000000002
1.4698972702026367,1.75,25.299999999999997,2.4,-1.75
1.4851548671722412,1.5,25.299999999999997,2.4,-1.5000000000000002
1.5195648670196533,1.4375,25.299999999999997,2.4,-1.4375
1.553680181503296,1.25,25.299999999999997,2.4,-1.25
1.5701239109039307,1.3125,25.299999999999997,2.4,-1.3125
1.5840973854064941,1.4375,25.299999999999997,2.4,-1.4375
1.6001486778259277,1.4375,25.299999999999997,2.4,-1.4375
1.635146141052246,1.5,25.299999999999997,2.4,-1.5000000000000002
1.6501193046569824,1.5,25.299999999999997,2.4,-1.5000000000000002
1.6861906051635742,1.5625,25.299999999999997,2.4,-1.5625
1.7013537883758545,1.875,25.299999999999997,2.4,-1.8749999999999998
1.7376186847686768,1.9375,25.299999999999997,2.4,-1.9375
1.7521650791168213,2.25,25.299999999999997,2.4,-2.25
1.7701444625854492,2.3125,25.299999999999997,2.4,-2.3125
1.805968999862671,2.4375,25.299999999999997,2.4,-2.4375
1.8221352100372314,2.1875,25.299999999999997,2.4,-2.1875
1.8360872268676758,2.0,25.299999999999997,2.4,-2.0
1.8718788623809814,1.5,25.299999999999997,2.4,-1.5000000000000002
1.906952142715454,0.9375,25.299999999999997,2.4,-0.9374999999999999
1.921051263809204,0.4375,25.299999999999997,2.4,-0.4375
1.954615592956543,0.3125,25.299999999999997,2.4,-0.3125
1.9903838634490967,0.0,25.299999999999997,2.4,-0.0
2.0071210861206055,-0.375,25.299999999999997,2.4,0.37500000000000006
2.0427119731903076,-0.375,25.299999999999997,2.4,0.37500000000000006
2.0776541233062744,-0.1875,25.299999999999997,2.4,0.18750000000000003
2.1111488342285156,-0.0625,25.299999999999997,2.4,0.0625
2.144723415374756,0.0,25.299999999999997,2.4,-0.0
2.179856777191162,0.0,25.299999999999997,2.4,-0.0
2.1981489658355713,0.0,25.299999999999997,2.4,-0.0
2.2326724529266357,0.0,25.299999999999997,2.4,-0.0
2.2681758403778076,0.0,25.299999999999997,2.4,-0.0
2.2821152210235596,0.25,25.299999999999997,2.4,-0.25
2.3180718421936035,0.375,25.299999999999997,2.4,-0.37500000000000006
2.3320488929748535,0.9375,25.299999999999997,2.4,-0.9374999999999999
2.3685779571533203,1.1875,25.299999999999997,2.4,-1.1875
2.383113145828247,2.3125,25.299999999999997,2.4,-2.3125
