Time (s),Pitch (deg),kp,kd,Correction (deg)
0.027179956436157227,-0.05345070834232634,10.4,2.3,0.05345070834232635
0.06369423866271973,-0.05890486225480862,10.4,2.3,0.05890486225480862
0.09824967384338379,-0.136353847812057,10.4,2.3,0.136353847812057
0.13460087776184082,-0.00545415391248228,10.4,2.3,0.00545415391248228
0.16933488845825195,-0.15162547876700738,10.4,2.3,0.15162547876700738
0.2054882049560547,-0.08290313946973066,10.4,2.3,0.08290313946973066
0.24060606956481934,0.10144726277217041,10.4,2.3,-0.10144726277217042
0.2772965431213379,-0.050178215994836975,10.4,2.3,0.05017821599483698
0.31108546257019043,0.0719948316447661,10.4,2.3,-0.0719948316447661
0.34484219551086426,0.06763150851478027,10.4,2.3,-0.06763150851478027
0.3793811798095703,-0.038179077387375956,10.4,2.3,0.038179077387375956
0.41460394859313965,0.1810779098944117,10.4,2.3,-0.1810779098944117
0.4484236240386963,0.15817046346198613,10.4,2.3,-0.15817046346198613
0.48281431198120117,0.015271630954950384,10.4,2.3,-0.015271630954950384
0.5180349349975586,0.20180369476184434,10.4,2.3,-0.20180369476184434
0.552492618560791,0.21271200258680892,10.4,2.3,-0.21271200258680895
0.5891079902648926,0.10471975511965978,10.4,2.3,-0.10471975511965978
0.6251711845397949,0.009817477042468103,10.4,2.3,-0.009817477042468103
0.6587536334991455,-0.014180800172453928,10.4,2.3,0.014180800172453928
0.6921834945678711,0.15489797111449674,10.4,2.3,-0.15489797111449674
0.7275309562683105,0.08617563181722002,10.4,2.3,-0.08617563181722002
0.7614827156066895,-0.12435470920459599,10.4,2.3,0.12435470920459599
0.7951610088348389,-0.0916297857297023,10.4,2.3,0.09162978572970232
0.8293752670288086,0.22580197197676638,10.4,2.3,-0.2258019719767664
0.8641395568847656,0.210530341021816,10.4,2.3,-0.21053034102181603
0.8787589073181152,0.16580627893946132,10.4,2.3,-0.16580627893946132
0.9150965213775635,0.20289452554434081,10.4,2.3,-0.20289452554434084
0.948707103729248,0.22580197197676638,10.4,2.3,-0.2258019719767664
0.9828670024871826,0.14835298641951802,10.4,2.3,-0.14835298641951802
1.0187559127807617,0.17889624832941878,10.4,2.3,-0.17889624832941878
1.0523498058319092,0.11344640137963143,10.4,2.3,-0.11344640137963143
1.0881683826446533,-0.16689710972195776,10.4,2.3,0.16689710972195776
1.1237208843231201,0.05672320068981571,10.4,2.3,-0.05672320068981571
1.1377718448638916,-0.5006913291658733,10.4,2.3,0.5006913291658733
1.1723463535308838,-1.6689710972195777,10.4,2.3,1.6689710972195777
1.2061469554901123,-1.9940386704035216,10.4,2.3,1.9940386704035216
1.2206916809082031,-1.1791880758786688,10.4,2.3,1.1791880758786688
1.2555999755859375,-0.9370236421644557,10.4,2.3,0.9370236421644558
1.289536714553833,-1.1573714602287397,10.4,2.3,1.1573714602287397
1.3047244548797607,-0.272707695624114,10.4,2.3,0.272707695624114
1.3406527042388916,0.09708393964218458,10.4,2.3,-0.09708393964218458
1.3761608600616455,-0.14508049407202864,10.4,2.3,0.14508049407202864
1.4102442264556885,0.026179938779914945,10.4,2.3,-0.026179938779914945
1.4251341819763184,0.41996985126113556,10.4,2.3,-0.41996985126113556
1.4417743682861328,0.5421428989007386,10.4,2.3,-0.5421428989007386
1.4778075218200684,0.5225079448158024,10.4,2.3,-0.5225079448158024
1.512024164199829,0.3785182815262702,10.4,2.3,-0.3785182815262702
1.5267612934112549,0.9119345341670372,10.4,2.3,-0.9119345341670372
