Time (s),Pitch (deg),kp,kd,Correction (deg)
0.02616405487060547,-2.1875,35.4,3.3,2.1875
0.042850494384765625,-3.125,35.4,3.3,3.125
0.07885575294494629,-3.25,35.4,3.3,3.25
0.09600377082824707,-4.0,35.4,3.3,4.0
0.1119992733001709,-4.1875,35.4,3.3,4.1875
0.14774227142333984,-4.0625,35.4,3.3,4.0625
0.16293740272521973,-3.5625,35.4,3.3,3.5625000000000004
0.19874858856201172,-3.5,35.4,3.3,3.5
0.2356877326965332,-4.125,35.4,3.3,4.125
0.2507948875427246,-4.875,35.4,3.3,4.875
0.26677608489990234,-5.1875,35.4,3.3,5.1875
0.2829735279083252,-6.0,35.4,3.3,6.000000000000001
0.3193209171295166,-6.4375,35.4,3.3,6.4375
0.3541853427886963,-8.1875,35.4,3.3,8.1875
0.3699359893798828,-8.8125,35.4,3.3,8.8125
0.4044957160949707,-9.0625,35.4,3.3,9.0625
0.4208567142486572,-11.25,35.4,3.3,11.25
0.43590688705444336,-12.25,35.4,3.3,12.25
0.4520442485809326,-14.25,35.4,3.3,14.250000000000002
0.48840832710266113,-15.0625,35.4,3.3,15.062500000000002
0.5216584205627441,-18.8125,35.4,3.3,18.8125
0.5562794208526611,-22.3125,35.4,3.3,22.3125
0.571997880935669,-26.4375,35.4,3.3,26.4375
0.5878479480743408,-27.3125,35.4,3.3,27.3125
0.602879524230957,-28.125,35.4,3.3,28.125
0.618793249130249,-28.375,35.4,3.3,28.375
0.6541159152984619,-29.4375,35.4,3.3,29.4375
0.6896059513092041,-33.875,35.4,3.3,33.875
0.7078428268432617,-40.0,35.4,3.3,40.0
0.7238876819610596,-41.9375,35.4,3.3,41.9375
0.7387442588806152,-42.3125,35.4,3.3,42.3125
0.7560176849365234,-42.375,35.4,3.3,42.375
0.7718691825866699,-43.375,35.4,3.3,43.375
0.786740779876709,-44.6875,35.4,3.3,44.6875
0.8203213214874268,-48.375,35.4,3.3,48.375
0.8358619213104248,-54.5625,35.4,3.3,54.5625
0.8520293235778809,-58.375,35.4,3.3,58.37499999999999
0.8875048160552979,-59.8125,35.4,3.3,59.81250000000001
0.901792049407959,-66.875,35.4,3.3,66.875
0.9177665710449219,-69.1875,35.4,3.3,69.1875
0.9516470432281494,-73.6875,35.4,3.3,73.6875
0.9678678512573242,-82.0625,35.4,3.3,82.0625
0.9827065467834473,-86.6875,35.4,3.3,86.6875
1.0196375846862793,-86.375,35.4,3.3,86.375
1.0347483158111572,-76.0,35.4,3.3,76.0
1.049745798110962,-68.5625,35.4,3.3,68.5625
1.0658469200134277,-65.0625,35.4,3.3,65.0625
1.081998586654663,-57.5625,35.4,3.3,57.56250000000001
1.118868112564087,-53.5,35.4,3.3,53.5
1.1349012851715088,-36.3125,35.4,3.3,36.3125
1.169996976852417,-28.125,35.4,3.3,28.125
1.1870129108428955,-18.4375,35.4,3.3,18.4375
1.2030706405639648,-13.3125,35.4,3.3,13.3125
1.2197704315185547,-11.25,35.4,3.3,11.25
1.2534558773040771,-7.1875,35.4,3.3,7.1875
1.289236307144165,-1.1875,35.4,3.3,1.1875
