Time (s),Pitch (deg),PID Correction (deg),Motor Position q (deg)
1.270850419998169,-8.9375,40.0,1908.8458543284999
1.2748336791992188,-8.9375,40.0,1948.8458543284999
1.2779064178466797,-8.9375,40.0,1988.8458543284999
1.306933879852295,-10.125,40.0,2068.8458543284996
1.3108575344085693,-10.125,40.0,2108.8458543284996
1.4358196258544922,62.75,40.0,2028.8458543284996
1.4399189949035645,52.75,40.0,2068.8458543284996
1.4450736045837402,52.75,40.0,2108.8458543284996
1.4509763717651367,43.5,40.0,2148.8458543284996
1.4579384326934814,43.5,40.0,2188.8458543284996
1.461871862411499,35.8125,40.0,2228.8458543284996
1.4908356666564941,22.8125,40.0,2308.845854328499
1.4961957931518555,22.8125,40.0,2348.845854328499
1.5021448135375977,20.4375,40.0,2388.845854328499
1.5090327262878418,20.4375,40.0,2428.845854328499
1.5160870552062988,17.9375,40.0,2468.845854328499
1.5218300819396973,14.8125,40.0,2508.845854328499
1.5258667469024658,14.8125,40.0,2548.845854328499
1.577878475189209,-3.6875,40.0,2668.845854328499
1.6308574676513672,-16.5625,40.0,2788.8458543284987
1.6348567008972168,-16.5625,40.0,2828.8458543284987
1.638810634613037,-16.5625,40.0,2868.8458543284987
1.6690044403076172,-24.25,40.0,2948.8458543284987
1.7250256538391113,-43.9375,40.0,3068.8458543284987
1.7538065910339355,-52.75,40.0,3148.8458543284983
1.7588181495666504,-52.75,40.0,3188.8458543284983
1.8830296993255615,-80.3125,40.0,3428.8458543284983
1.9360146522521973,-85.3125,40.0,3548.845854328498
1.940976619720459,-86.25,40.0,3588.845854328498
1.9478256702423096,-86.25,40.0,3628.845854328498
1.9738054275512695,-84.875,40.0,3708.845854328498
2.002941370010376,-77.5,40.0,3788.845854328498
2.008803129196167,-77.5,40.0,3828.845854328498
2.011789321899414,-74.5625,40.0,3868.845854328498
2.064800262451172,-59.0,28.925273664304026,3897.7711279928017
2.0697877407073975,-59.0,28.925273664304026,3926.696401657106
2.0728108882904053,-55.0625,28.925273664304026,3955.6216753214103
2.1500024795532227,-36.75,14.321651240419797,3897.7405857204185
2.155939817428589,-34.25,14.321651240419797,3912.0622369608377
2.160919666290283,-31.4375,-40.0,3872.0622369608377
2.1657817363739014,-31.4375,-40.0,3832.0622369608377
2.1949381828308105,-23.875,-40.0,3752.0622369608377
2.201085090637207,-22.125,-40.0,3712.062236960838
2.207930326461792,-22.125,-21.857327428825325,3690.2049095320126
2.212914228439331,-21.1875,-21.857327428825325,3668.3475821031875
2.291118621826172,-30.25,40.0,3804.582275388188
2.3452701568603516,-33.125,40.0,3924.5822753881876
2.3510942459106445,-32.9375,40.0,3964.5822753881876
