Time (s),Pitch (deg),kp,ki,kd,Correction (deg)
4.577595949172974,-0.75,5,0,1,19.068860773830462
4.602800130844116,-0.9375,5,0,1,19.068860773830462
4.6285083293914795,-1.1875,5,0,1,19.81335703673935
4.635663747787476,-1.3125,5,0,1,11.365181632764436
4.639624118804932,-1.3125,5,0,1,11.365181632764436
4.646613597869873,-1.3125,5,0,1,6.562500000000001
4.670872449874878,-1.3125,5,0,1,6.562500000000001
4.695206880569458,-1.25,5,0,1,4.147444543996665
4.703708648681641,-0.875,5,0,1,-9.736204115358124
4.709790468215942,-0.875,5,0,1,-9.736204115358124
4.717679977416992,-0.8125,5,0,1,-0.2378472621061025
4.722611904144287,-0.8125,5,0,1,-0.2378472621061025
4.727584362030029,-0.8125,5,0,1,4.0625
4.751297473907471,-1.0,5,0,1,4.0625
4.777330636978149,-1.5,5,0,1,29.909480367543654
4.781562805175781,-2.0,5,0,1,30.757029627534116
4.786630868911743,-2.0,5,0,1,30.757029627534116
4.810197114944458,-2.0625,5,0,1,30.757029627534116
4.817598581314087,-2.0625,5,0,1,12.092832391688003
4.823629856109619,-2.0625,5,0,1,12.092832391688003
4.849226713180542,-2.0,5,0,1,4.829174969452475
4.877185106277466,-1.8125,5.1,0,1,1.7632162874859156
4.882535934448242,-1.3125,5.1,0,1,-11.704011066455013
4.907259225845337,-1.3125,5.1,0,1,-11.704011066455013
4.91325569152832,-0.8125,5.1,0,1,-12.493329284687777
4.939221143722534,-0.625,5.1,0,1,-12.493329284687777
4.955919504165649,-0.1875,5.1,0,1,-13.436925543923062
4.981045722961426,0.0,5.1,0,1,-13.436925543923062
4.986566543579102,0.1875,5.1,0,1,-12.786019055592954
4.9915690422058105,0.3125,5.1,0,1,-12.786019055592954
4.9975621700286865,0.3125,5.1,0,1,-13.10797038290988
5.00489616394043,0.5,5.1,0,1,-13.10797038290988
5.030330419540405,0.75,5.1,0,1,-40.749165529964706
5.055212497711182,1.1875,5.1,0,1,-23.165443178414428
5.0595862865448,1.6875,5.1,0,1,-29.20780298688323
5.0839197635650635,1.6875,5.1,0,1,-29.20780298688323
5.087524890899658,1.8125,5.1,0,1,-13.658293427085665
5.112855434417725,1.8125,5.1,0,1,-13.658293427085665
5.118816137313843,2.0625,5.1,0,1,-18.55726723040261
5.1268322467803955,2.3125,5.1,0,1,-18.55726723040261
5.152859926223755,2.5625,5.1,0,1,-49.36684652320181
5.178837776184082,3.0,5.1,0,1,-32.059351947699774
5.184612274169922,3.125,5.1,0,1,-20.84650954449555
5.189610481262207,3.125,5.1,0,1,-20.84650954449555
5.216146230697632,3.125,5.1,0,1,-15.937499999999998
5.223777770996094,3.25,5.1,0,1,-21.15267806968349
5.249715805053711,3.25,5.1,0,1,-21.15267806968349
5.256662130355835,3.1875,5.1,0,1,-14.394105038333715
5.2616260051727295,3.25,5.1,0,1,-14.394105038333715
5.288396835327148,3.25,5.1,0,1,-21.983563772615565
5.312592506408691,3.75,5.1,0,1,-38.8334186747622
5.339511156082153,4.5,5.1,0,1,-51.76943158294088
5.36586856842041,5.9375,5.1,0,1,-59.99999999999999
5.389543294906616,8.0,5.1,0,1,-59.99999999999999
5.415138006210327,9.8125,5.1,0,1,-59.99999999999999
5.439363479614258,12.5,5.1,0,1,-59.99999999999999
5.445713043212891,14.0,5.1,0,1,-59.99999999999999
5.451552152633667,14.8125,5.1,0,1,-59.99999999999999
5.476715564727783,14.8125,5.1,0,1,-59.99999999999999
5.500224351882935,17.6875,5.1,0,1,-59.99999999999999
5.52626371383667,19.4375,5.1,0,1,-59.99999999999999
5.55033278465271,20.0625,5.1,0,1,-59.99999999999999
5.5765931606292725,19.5625,5.1,0,1,-59.99999999999999
5.582558631896973,18.4375,5.1,0,1,-49.38590901608823
5.586573362350464,18.4375,5.1,0,1,-49.38590901608823
5.611761093139648,17.875,5.1,0,1,-49.38590901608823
5.639258623123169,16.4375,5.1,0,1,-28.74304897030147
5.665037155151367,13.8125,5.1,0,1,27.477583395358156
5.689485311508179,10.125,5.1,0,1,59.99999999999999
5.701563119888306,7.5625,5.1,0,1,45.882587210659835
5.731723785400391,6.375,5.1,0,1,59.99999999999999
5.757380962371826,3.375,5.1,0,1,59.99999999999999
5.78400444984436,1.8125,5.1,0,1,50.927706106724976
5.8125739097595215,0.3125,5.1,0,1,51.953188499468524
5.83992338180542,-0.875,5.1,0,1,46.73999638351147
5.849535226821899,-2.125,5.1,0,1,54.579351549962986
5.858384847640991,-2.5,5.1,0,1,54.579351549962986
5.86552095413208,-2.75,5.1,0,1,49.86758167467697
5.894696474075317,-3.0625,5.1,0,1,49.86758167467697
5.8996007442474365,-4.125,5.1,0,1,59.99999999999999
5.911365747451782,-4.125,5.1,0,1,59.99999999999999
5.919537305831909,-4.4375,5.1,0,1,38.45048249035
5.92551589012146,-4.4375,5.1,0,1,38.45048249035
5.929737091064453,-4.3125,5.1,0,1,9.880184841956002
5.933525562286377,-4.3125,5.1,0,1,9.880184841956002
5.958094835281372,-4.3125,5.1,0,1,9.880184841956002
5.982986211776733,-3.0,5.1,0,1,-23.371133171038828
6.00676417350769,-2.0,5.1,0,1,-32.60525249584478
6.011596918106079,-1.5625,5.1,0,1,-10.303695715795506
6.017767429351807,-1.5625,5.1,0,1,-10.303695715795506
6.0411176681518555,-1.625,5.1,0,1,14.12453120904179
6.0671727657318115,-1.625,5.1,0,1,8.2875
6.072508335113525,-1.0625,5.1,0,1,-17.532948607963164
6.097103118896484,-1.0625,5.1,0,1,-17.532948607963164
6.121940851211548,-0.8125,5.1,0,1,-4.283964749145155
6.14521598815918,-1.125,5.1,0,1,18.6987961599701
6.169689893722534,-1.75,5.1,0,1,34.934951864275185
6.194150686264038,-2.0,5.1,0,1,20.503826457559825
6.220290899276733,-2.375,5.1,0,1,26.216273989685803
6.244684457778931,-2.625,5.1,0,1,23.711671979840276
6.249523401260376,-2.5,5.199999999999999,0,1,7.620722089750172
6.27626371383667,-2.5,5.199999999999999,0,1,7.620722089750172
6.28047513961792,-2.4375,5.199999999999999,0,1,10.686584919930294
6.2855048179626465,-2.4375,5.199999999999999,0,1,10.686584919930294
6.309982061386108,-10.5625,5.199999999999999,0,1,10.686584919930294
6.315449476242065,-2.875,5.199999999999999,0,1,27.499948076672943
6.320819854736328,-3.0625,5.199999999999999,0,1,27.499948076672943
6.327540636062622,-3.0625,5.199999999999999,0,1,33.15357234226861
6.33345627784729,-3.1875,5.199999999999999,0,1,33.15357234226861
6.339578151702881,-3.3125,5.199999999999999,0,1,36.733353592282576
6.344423055648804,-3.3125,5.199999999999999,0,1,36.733353592282576
6.36860466003418,-3.3125,5.199999999999999,0,1,36.733353592282576
6.373485803604126,-3.9375,5.199999999999999,0,1,39.079696575378996
6.3795435428619385,-3.9375,5.199999999999999,0,1,39.079696575378996
6.384710311889648,-4.0625,5.199999999999999,0,1,32.25993988249684
6.388542413711548,-4.0625,5.199999999999999,0,1,32.25993988249684
6.392550706863403,-4.0,5.199999999999999,0,1,32.25993988249684
6.418566942214966,-4.0,5.199999999999999,0,1,16.524911093091635
6.446183919906616,-2.4375,5.199999999999999,0,1,-46.911292273358
6.469982624053955,0.375,5.299999999999999,0,1,-59.99999999999999
6.49433445930481,2.125,5.299999999999999,0,1,-59.99999999999999
6.520899295806885,5.0,5.299999999999999,0,1,-59.99999999999999
6.526773929595947,7.4375,5.299999999999999,0,1,-59.99999999999999
6.531711578369141,8.6875,5.299999999999999,0,1,-59.99999999999999
6.555324077606201,8.6875,5.299999999999999,0,1,-59.99999999999999
6.5809853076934814,11.1875,5.299999999999999,0,1,-59.99999999999999
6.603976249694824,11.875,5.299999999999999,0,1,-59.99999999999999
6.629720211029053,11.8125,5.299999999999999,0,1,-59.99999999999999
6.634473562240601,11.25,5.399999999999999,0,1,-36.59669098341429
6.639558553695679,11.25,5.399999999999999,0,1,-36.59669098341429
6.6464502811431885,10.9375,5.399999999999999,0,1,-32.727938141979514
6.670147180557251,10.5,5.399999999999999,0,1,-32.727938141979514
6.693830251693726,9.375,5.399999999999999,0,1,4.060960318571786
6.699491739273071,8.0,5.399999999999999,0,1,11.178983310308258
6.724472284317017,7.3125,5.399999999999999,0,1,11.178983310308258
6.730427026748657,5.875,5.399999999999999,0,1,38.77767110637457
6.735390663146973,5.0625,5.399999999999999,0,1,38.77767110637457
6.739429235458374,4.0625,5.399999999999999,0,1,59.99999999999999
6.744471788406372,4.0625,5.399999999999999,0,1,59.99999999999999
6.7506163120269775,3.1875,5.399999999999999,0,1,59.99999999999999
6.757410526275635,3.1875,5.399999999999999,0,1,34.16042527959321
6.7625017166137695,2.3125,5.399999999999999,0,1,34.16042527959321
6.788445711135864,2.3125,5.399999999999999,0,1,59.92080005973457
6.813265800476074,0.25,5.399999999999999,0,1,59.99999999999999
6.820538520812988,-2.6875,5.399999999999999,0,1,59.99999999999999
6.844756126403809,-2.6875,5.399999999999999,0,1,59.99999999999999
6.868890285491943,-6.625,5.399999999999999,0,1,59.99999999999999
6.893259763717651,-8.3125,5.399999999999999,0,1,59.99999999999999
6.919177532196045,-9.6875,5.399999999999999,0,1,59.99999999999999
6.94338846206665,-12.75,5.399999999999999,0,1,59.99999999999999
6.949410915374756,-16.75,5.399999999999999,0,1,59.99999999999999
6.9553611278533936,-16.75,5.399999999999999,0,1,59.99999999999999
6.979507207870483,-18.125,5.399999999999999,0,1,59.99999999999999
7.003598690032959,-21.0625,5.399999999999999,0,1,59.99999999999999
7.0094895362854,-23.375,5.399999999999999,0,1,59.99999999999999
7.03508448600769,-24.125,5.399999999999999,0,1,59.99999999999999
7.060764312744141,-25.4375,5.399999999999999,0,1,59.99999999999999
7.067457675933838,-26.0625,5.399999999999999,0,1,59.99999999999999
7.091471195220947,-26.125,5.399999999999999,0,1,59.99999999999999
7.118167400360107,-26.0,5.399999999999999,0,1,59.99999999999999
7.141956090927124,-24.9375,5.399999999999999,0,1,59.99999999999999
7.148578643798828,-23.5,5.399999999999999,0,1,59.99999999999999
7.172908067703247,-22.5625,5.399999999999999,0,1,59.99999999999999
7.199057102203369,-20.625,5.399999999999999,0,1,13.295796763507385
7.2248594760894775,-17.5625,5.399999999999999,0,1,-19.921074746125754
7.249208450317383,-14.9375,5.399999999999999,0,1,-25.702503364507727
7.254389524459839,-10.6875,5.399999999999999,0,1,-59.99999999999999
7.280333518981934,-10.6875,5.399999999999999,0,1,-59.99999999999999
7.284370183944702,-6.75,5.399999999999999,0,1,-59.99999999999999
7.308507442474365,-6.75,5.399999999999999,0,1,-59.99999999999999
7.314523220062256,-2.75,5.399999999999999,0,1,-59.99999999999999
7.319387435913086,-1.5,5.399999999999999,0,1,-59.99999999999999
7.3424975872039795,-1.5,5.399999999999999,0,1,-59.99999999999999
7.367722272872925,0.8125,5.399999999999999,0,1,-59.99999999999999
7.392978191375732,4.1875,5.399999999999999,0,1,-59.99999999999999
7.399441957473755,6.0625,5.399999999999999,0,1,-59.99999999999999
7.424865961074829,6.875,5.399999999999999,0,1,-59.99999999999999
7.429398775100708,8.875,5.399999999999999,0,1,-59.99999999999999
7.453893423080444,8.875,5.399999999999999,0,1,-59.99999999999999
7.460381746292114,10.25,5.399999999999999,0,1,-59.99999999999999
7.466378211975098,10.25,5.399999999999999,0,1,-59.99999999999999
7.4914186000823975,10.4375,5.399999999999999,0,1,-59.99999999999999
7.517043590545654,10.6875,5.399999999999999,0,1,-59.99999999999999
7.5445778369903564,10.5625,5.399999999999999,0,1,-52.38145594259073
7.569352388381958,10.375,5.399999999999999,0,1,-48.723369528407574
7.596873760223389,10.5,5.399999999999999,0,1,-59.99999999999999
7.601356267929077,11.125,5.399999999999999,0,1,-59.99999999999999
7.626615762710571,11.125,5.399999999999999,0,1,-59.99999999999999
7.651600360870361,11.9375,5.399999999999999,0,1,-59.99999999999999
7.658696889877319,12.25,5.399999999999999,0,1,-59.99999999999999
7.684830665588379,12.125,5.399999999999999,0,1,-59.99999999999999
